SID,科目コード,評点
001257,00220211529528,74
000930,00220201529641,77
000753,00220201529641,81
001031,00220201529641,78
001374,00220201529641,80
000580,00220201529641,86
000527,00220201529641,81
001209,00220201529641,80
000930,00220201740113,78
001181,00220201740113,70
001138,00220201740113,84
000034,00220201740113,84
000955,00220201740113,78
000961,00220201740113,80
000741,00220201740113,75
000253,00220201740113,81
000778,00220201740113,77
001444,00220201740113,81
001014,00220201740113,73
000722,00220201740113,82
001062,00220201740113,84
000930,00220201529293,83
001181,00220201529293,62
001138,00220201529293,86
000437,00220201529293,77
000034,00220201529293,78
000955,00220201529293,81
000961,00220201529293,81
001140,00220201529293,80
001166,00220201529293,84
001282,00220201529293,66
000225,00220201529293,78
001316,00220201529293,71
001359,00220201529293,60
000930,00220171529242,78
001181,00220171529242,70
000310,00220171529242,84
000493,00220171529242,69
000437,00220171529242,74
000873,00220171529242,78
000253,00220171529242,82
001094,00220171529242,82
000327,00220171529242,83
000765,00220171529242,78
001295,00220171529242,88
000827,00220171529242,87
000930,00320191750020,79
001343,00320191750020,87
001223,00320191750020,78
000727,00320191750020,75
000333,00320191750020,77
001094,00320191750020,79
001014,00320191750020,73
000513,00320191750020,64
001199,00320191750020,77
000527,00320191750020,82
000420,00320191750020,77
000930,00120181555022,85
001000,00120181555022,84
001309,00120181555022,64
000290,00120181555022,86
001422,00120181555022,80
000391,00120181555022,82
000318,00120181555022,71
000388,00120181555022,78
000141,00120181555022,71
000032,00120181555022,86
001301,00120181555022,73
000369,00120181555022,82
000609,00120181555022,74
001338,00120181555022,83
000484,00120181555022,75
001209,00120181555022,75
000653,00120181555022,78
001405,00120181555022,71
000930,00520165570026,72
000696,00520165570026,72
001269,00520165570026,79
001243,00520165570026,78
000724,00520165570026,67
000839,00520165570026,87
001150,00520165570026,80
000782,00520165570026,73
000987,00520165570026,77
000648,00520165570026,83
000948,00520165570026,79
000449,00520165570026,77
000503,00520165570026,64
000746,00520165570026,86
000436,00520165570026,77
000827,00520165570026,91
001359,00520165570026,62
000930,00620161710133,77
001138,00620161710133,87
000333,00620161710133,84
000307,00620161710133,65
001199,00620161710133,83
001079,00620161710133,80
000918,00620161710133,84
000683,00620161710133,74
001081,00620161710133,77
001163,00620161710133,91
000737,00620161710133,79
001260,00620161710133,88
000906,00620161710133,80
000330,00620161710133,77
000930,00420211960016,75
000054,00420211960016,77
001188,00420211960016,78
000052,00420211960016,80
001314,00420211960016,86
001413,00420211960016,85
000278,00420211960016,77
000765,00420211960016,72
000177,00420211960016,84
001243,00420211960016,80
001257,00420211960016,77
000129,00420211960016,81
000930,00620161910027,74
001138,00620161910027,83
001285,00620161910027,63
000014,00620161910027,83
001079,00620161910027,80
000918,00620161910027,91
000532,00620161910027,74
000683,00620161910027,71
000737,00620161910027,77
000653,00620161910027,68
001413,00620161910027,85
001030,00620161910027,71
000827,00620161910027,88
000930,00120191554875,73
000219,00120191554875,79
001000,00120191554875,86
000176,00120191554875,76
000722,00120191554875,74
000771,00120191554875,72
001117,00120191554875,87
001422,00120191554875,84
000391,00120191554875,85
000318,00120191554875,83
000575,00120191554875,79
000014,00120191554875,81
000032,00120191554875,82
001301,00120191554875,71
000369,00120191554875,76
000096,00120191554875,82
000609,00120191554875,79
001338,00120191554875,81
001081,00120191554875,79
000129,00120191554875,81
000930,00320181539388,80
000580,00320181539388,87
001067,00320181539388,74
000403,00320181539388,75
000549,00320181539388,86
001282,00320181539388,72
000653,00320181539388,77
000930,00120205550041,81
001138,00120205550041,79
000034,00120205550041,83
001444,00120205550041,80
000152,00120205550041,80
001000,00120205550041,85
000176,00120205550041,76
000722,00120205550041,82
000225,00120205550041,72
000771,00120205550041,71
000391,00120205550041,84
000318,00120205550041,69
000089,00120205550041,75
000895,00120205550041,74
000014,00120205550041,80
001236,00120205550041,82
000032,00120205550041,82
000369,00120205550041,78
000096,00120205550041,83
001338,00120205550041,84
000484,00120205550041,79
001209,00120205550041,78
000682,00120205550041,66
000129,00120205550041,77
000930,00120211559265,76
001223,00120211559265,80
001374,00120211559265,80
000333,00120211559265,82
000555,00120211559265,82
000219,00120211559265,90
000176,00120211559265,74
000722,00120211559265,83
000225,00120211559265,77
001309,00120211559265,69
000771,00120211559265,76
001117,00120211559265,86
000391,00120211559265,81
000318,00120211559265,79
000575,00120211559265,78
000089,00120211559265,75
001236,00120211559265,82
001301,00120211559265,73
000369,00120211559265,85
000096,00120211559265,86
000121,00120211559265,88
000484,00120211559265,74
000682,00120211559265,70
001316,00120211559265,72
000969,00120211559265,77
000648,00120211559265,85
000930,00320171639625,82
001031,00320171639625,77
001094,00320171639625,80
001285,00320171639625,75
001140,00320171639625,77
001067,00320171639625,71
000152,00320171639625,83
000527,00320171639625,86
000077,00320171639625,81
000492,00320171639625,80
000420,00320171639625,77
001188,00320171639625,66
000176,00320171639625,66
000722,00320171639625,82
000388,00320171639625,85
001084,00320171639625,80
000930,00320211639692,80
000034,00320211639692,78
001374,00320211639692,81
000727,00320211639692,80
001094,00320211639692,78
001444,00320211639692,79
001014,00320211639692,74
000513,00320211639692,76
000152,00320211639692,78
000307,00320211639692,66
000077,00320211639692,80
001166,00320211639692,83
000420,00320211639692,77
000403,00320211639692,80
000549,00320211639692,79
001323,00320211639692,77
001000,00320211639692,87
000096,00320211639692,87
000532,00320211639692,68
001163,00320211639692,88
000930,00320181730045,76
000603,00320181730045,73
000546,00320181730045,67
000411,00320181730045,90
000513,00320181730045,74
001140,00320181730045,84
000152,00320181730045,81
000307,00320181730045,68
001199,00320181730045,80
000077,00320181730045,74
000403,00320181730045,75
000555,00320181730045,87
001128,00320181730045,82
001188,00320181730045,72
000484,00320181730045,71
000906,00320181730045,73
000682,00320181730045,64
001150,00320181730045,77
000648,00320181730045,83
000930,00620211519239,79
000741,00620211519239,78
001285,00620211519239,78
000225,00620211519239,82
000484,00620211519239,86
001339,00620211519239,80
000683,00620211519239,65
001081,00620211519239,73
001163,00620211519239,81
001269,00620211519239,83
000906,00620211519239,79
000682,00620211519239,66
000330,00620211519239,80
000052,00620211519239,78
000992,00620211519239,77
000930,00420191562932,82
000437,00420191562932,72
001079,00420191562932,77
000327,00420191562932,88
001044,00420191562932,77
000754,00420191562932,74
001405,00420191562932,71
001316,00420191562932,71
001084,00420191562932,81
000278,00420191562932,79
000240,00420191562932,80
000765,00420191562932,74
000177,00420191562932,85
001243,00420191562932,84
000969,00420191562932,79
000266,00420191562932,78
000129,00420191562932,80
000948,00420191562932,85
000753,00220201730142,76
001138,00220201730142,84
000065,00220201730142,73
000955,00220201730142,72
000961,00220201730142,81
000253,00220201730142,76
000778,00220201730142,79
000307,00220201730142,66
001188,00220201730142,75
000388,00220201730142,80
000753,00220211519352,88
000065,00220211519352,79
000892,00220211519352,85
000493,00220211519352,76
001343,00220211519352,71
000873,00220211519352,78
000696,00220211519352,75
000253,00220211519352,83
000920,00220211519352,79
000551,00220211519352,80
000603,00220211519352,78
000333,00220211519352,82
000549,00220211519352,80
000722,00220211519352,81
000096,00220211519352,76
000753,00220201910035,83
001181,00220201910035,66
000955,00220201910035,83
000961,00220201910035,73
000253,00220201910035,79
000920,00220201910035,76
000452,00220201910035,85
000778,00220201910035,76
001374,00220201910035,88
000178,00220201910035,84
001444,00220201910035,79
000219,00220201910035,80
000327,00220201910035,82
001243,00220201910035,73
000827,00220201910035,85
000753,00220201529536,87
001138,00220201529536,83
000873,00220201529536,81
001223,00220201529536,80
000696,00220201529536,71
000961,00220201529536,79
001374,00220201529536,76
000178,00220201529536,84
000307,00220201529536,69
000609,00220201529536,74
000827,00220201529536,89
000753,00220191920014,88
001031,00220191920014,81
000310,00220191920014,84
000892,00220191920014,80
000873,00220191920014,75
000253,00220191920014,78
000920,00220191920014,66
001374,00220191920014,75
000513,00220191920014,77
000176,00220191920014,74
001309,00220191920014,66
000032,00220191920014,82
001062,00220191920014,87
000753,00220171529404,77
001031,00220171529404,84
000054,00220171529404,70
001138,00220171529404,86
000437,00220171529404,72
000955,00220171529404,82
000741,00220171529404,77
000452,00220171529404,84
000551,00220171529404,85
000778,00220171529404,81
000178,00220171529404,84
000225,00220171529404,80
000653,00220171529404,81
000278,00220171529404,77
000753,00520141570137,88
000420,00520141570137,77
000176,00520141570137,84
000722,00520141570137,86
001422,00520141570137,77
000754,00520141570137,72
000278,00520141570137,75
001150,00520141570137,80
000782,00520141570137,74
001062,00520141570137,82
000648,00520141570137,79
000948,00520141570137,79
000449,00520141570137,87
000503,00520141570137,63
001060,00520141570137,82
000436,00520141570137,83
001030,00520141570137,76
001295,00520141570137,92
000243,00520141570137,71
000992,00520141570137,84
000827,00520141570137,84
001359,00520141570137,70
000753,00320171234277,87
000892,00320171234277,83
000333,00320171234277,83
000546,00320171234277,69
001444,00320171234277,79
000580,00320171234277,79
001140,00320171234277,76
000307,00320171234277,68
001199,00320171234277,78
000492,00320171234277,76
000403,00320171234277,76
000549,00320171234277,86
001128,00320171234277,85
001000,00320171234277,81
001163,00320171234277,88
000987,00320171234277,71
001030,00320171234277,79
000992,00320171234277,82
000753,00420211569376,88
000054,00420211569376,73
000100,00420211569376,79
000141,00420211569376,74
000327,00420211569376,83
001044,00420211569376,77
000754,00420211569376,69
001405,00420211569376,70
001413,00420211569376,87
000255,00420211569376,88
000524,00420211569376,80
001316,00420211569376,75
001084,00420211569376,73
000278,00420211569376,70
000177,00420211569376,80
001243,00420211569376,79
001257,00420211569376,78
000969,00420211569376,77
000129,00420211569376,88
000753,00320191639536,81
001138,00320191639536,85
000741,00320191639536,77
000333,00320191639536,80
001094,00320191639536,84
001285,00320191639536,65
000546,00320191639536,71
000580,00320191639536,81
000152,00320191639536,77
000403,00320191639536,77
000549,00320191639536,86
000575,00320191639536,73
000096,00320191639536,83
001209,00320191639536,81
000327,00320191639536,80
000746,00320191639536,80
000753,00320171639552,89
000034,00320171639552,83
000727,00320171639552,74
001285,00320171639552,82
001199,00320171639552,79
000077,00320171639552,79
000420,00320171639552,76
000555,00320171639552,88
001282,00320171639552,66
001323,00320171639552,73
000219,00320171639552,94
000753,00320181730096,86
000253,00320181730096,80
001444,00320181730096,78
000492,00320181730096,77
001166,00320181730096,85
001128,00320181730096,85
001323,00320181730096,75
000609,00320181730096,80
000243,00320181730096,79
000753,00320191639641,82
000727,00320191639641,77
001285,00320191639641,64
000411,00320191639641,90
000580,00320191639641,80
000513,00320191639641,74
001140,00320191639641,85
000152,00320191639641,72
000179,00320191639641,80
001282,00320191639641,74
001128,00320191639641,82
000290,00320191639641,87
000243,00320191639641,72
000753,00120171554905,87
000310,00120171554905,84
000034,00120171554905,78
001343,00120171554905,78
000551,00120171554905,91
000307,00120171554905,67
000219,00120171554905,85
001000,00120171554905,85
000391,00120171554905,89
000575,00120171554905,81
000388,00120171554905,75
000141,00120171554905,70
000895,00120171554905,72
001236,00120171554905,82
000032,00120171554905,83
000096,00120171554905,75
000609,00120171554905,77
000121,00120171554905,95
001209,00120171554905,82
000278,00120171554905,76
001359,00120171554905,62
000753,00120181740075,79
001181,00120181740075,65
000034,00120181740075,83
000696,00120181740075,70
000178,00120181740075,79
000603,00120181740075,73
000077,00120181740075,85
000219,00120181740075,83
000176,00120181740075,61
001309,00120181740075,69
000771,00120181740075,73
001117,00120181740075,86
000318,00120181740075,81
000089,00120181740075,69
000014,00120181740075,80
000032,00120181740075,84
000096,00120181740075,79
000609,00120181740075,80
000121,00120181740075,85
001338,00120181740075,84
001316,00120181740075,71
000753,00620191519352,93
001138,00620191519352,84
000603,00620191519352,70
001128,00620191519352,86
001339,00620191519352,82
001079,00620191519352,79
000532,00620191519352,71
000683,00620191519352,77
001269,00620191519352,81
000906,00620191519352,72
000653,00620191519352,75
000682,00620191519352,70
000052,00620191519352,78
001316,00620191519352,71
000753,00120191555111,89
000961,00120191555111,83
000603,00120191555111,65
000546,00120191555111,72
001128,00120191555111,86
000219,00120191555111,82
000290,00120191555111,82
000914,00120191555111,83
001117,00120191555111,84
000100,00120191555111,76
000895,00120191555111,80
000014,00120191555111,79
000369,00120191555111,85
000121,00120191555111,90
000484,00120191555111,84
000532,00120191555111,69
000737,00120191555111,79
000255,00120191555111,91
001243,00120191555111,79
000827,00120191555111,87
000753,00520181555014,96
000052,00520181555014,80
001257,00520181555014,75
000839,00520181555014,86
001150,00520181555014,83
001175,00520181555014,81
000782,00520181555014,74
000987,00520181555014,76
000648,00520181555014,86
000449,00520181555014,79
001060,00520181555014,79
000436,00520181555014,80
001295,00520181555014,87
000827,00520181555014,83
001359,00520181555014,58
000753,00520201570390,81
000255,00520201570390,84
000724,00520201570390,69
000987,00520201570390,76
000948,00520201570390,72
000449,00520201570390,88
000503,00520201570390,73
001060,00520201570390,78
000746,00520201570390,93
000436,00520201570390,81
001030,00520201570390,80
001181,00820171480030,67
000779,00820171480030,72
001031,00820171480030,87
000065,00820171480030,73
000253,00820171480030,77
000920,00820171480030,78
000452,00820171480030,83
000551,00820171480030,86
000603,00820171480030,74
001285,00820171480030,72
000513,00820171480030,74
001140,00820171480030,73
000152,00820171480030,76
001199,00820171480030,75
000555,00820171480030,87
000722,00820171480030,86
000771,00820171480030,70
000100,00820171480030,78
000609,00820171480030,71
001338,00820171480030,87
000484,00820171480030,81
000918,00820171480030,86
000906,00820171480030,78
000653,00820171480030,68
000052,00820171480030,84
001405,00820171480030,69
001084,00820171480030,76
000781,00820171480030,88
000724,00820171480030,70
000992,00820171480030,83
001181,00820171480049,69
000779,00820171480049,73
001031,00820171480049,81
000065,00820171480049,74
000253,00820171480049,81
000920,00820171480049,79
000452,00820171480049,75
000551,00820171480049,86
000603,00820171480049,74
001285,00820171480049,70
000513,00820171480049,72
001140,00820171480049,77
000152,00820171480049,82
001199,00820171480049,87
000555,00820171480049,78
000722,00820171480049,87
000771,00820171480049,72
000100,00820171480049,70
000609,00820171480049,70
001338,00820171480049,86
000484,00820171480049,76
000918,00820171480049,82
000906,00820171480049,72
000653,00820171480049,79
000052,00820171480049,77
001405,00820171480049,69
001084,00820171480049,74
000781,00820171480049,82
000724,00820171480049,68
000992,00820171480049,82
001181,00220201529099,64
001138,00220201529099,86
000892,00220201529099,89
000493,00220201529099,70
000452,00220201529099,78
001374,00220201529099,82
000152,00220201529099,82
000492,00220201529099,79
001440,00220201529099,74
001181,00220151529323,63
000779,00220151529323,67
000437,00220151529323,76
000034,00220151529323,85
000961,00220151529323,88
000741,00220151529323,78
000551,00220151529323,88
000727,00220151529323,76
001014,00220151529323,80
000032,00220151529323,86
001243,00220151529323,77
001181,00220191570340,68
000054,00220191570340,67
001138,00220191570340,86
000892,00220191570340,82
000955,00220191570340,79
001223,00220191570340,84
000253,00220191570340,78
000920,00220191570340,80
000452,00220191570340,83
000551,00220191570340,90
000778,00220191570340,75
000513,00220191570340,75
001128,00220191570340,83
001236,00220191570340,83
000240,00220191570340,71
001181,00220201529447,72
000779,00220201529447,68
000892,00220201529447,80
000452,00220201529447,83
000551,00220201529447,89
000178,00220201529447,83
000682,00220201529447,75
000129,00220201529447,82
001181,00220201529161,60
000779,00220201529161,68
000054,00220201529161,70
001138,00220201529161,86
000437,00220201529161,83
000034,00220201529161,87
000873,00220201529161,79
001223,00220201529161,74
000961,00220201529161,85
000778,00220201529161,80
000178,00220201529161,85
001094,00220201529161,88
000492,00220201529161,77
000391,00220201529161,81
000089,00220201529161,77
001301,00220201529161,73
000129,00220201529161,82
000503,00220201529161,68
000243,00220201529161,71
001181,00220201529234,65
000779,00220201529234,71
001031,00220201529234,81
000310,00220201529234,78
000065,00220201529234,75
000493,00220201529234,75
000437,00220201529234,71
001343,00220201529234,72
001223,00220201529234,70
000741,00220201529234,76
000452,00220201529234,82
000551,00220201529234,90
001014,00220201529234,82
001199,00220201529234,78
000722,00220201529234,76
001163,00220201529234,89
000782,00220201529234,73
001030,00220201529234,82
001181,00220181940015,70
001031,00220181940015,83
001138,00220181940015,89
000493,00220181940015,75
000437,00220181940015,69
000034,00220181940015,87
000696,00220181940015,67
000961,00220181940015,86
000741,00220181940015,81
000452,00220181940015,80
000778,00220181940015,77
000178,00220181940015,77
000746,00220181940015,90
000243,00220181940015,73
001181,00520181570307,68
001138,00520181570307,88
000551,00520181570307,85
001014,00520181570307,75
001140,00520181570307,73
000492,00520181570307,77
000737,00520181570307,74
000781,00520181570307,80
001175,00520181570307,84
000782,00520181570307,74
001062,00520181570307,86
000948,00520181570307,71
000449,00520181570307,90
000503,00520181570307,68
001060,00520181570307,76
001295,00520181570307,85
000243,00520181570307,79
000992,00520181570307,79
000827,00520181570307,91
001181,00520181570323,56
000310,00520181570323,80
001014,00520181570323,81
001140,00520181570323,72
000403,00520181570323,77
000391,00520181570323,90
001314,00520181570323,80
000724,00520181570323,67
000839,00520181570323,88
001150,00520181570323,79
001175,00520181570323,79
000987,00520181570323,72
001062,00520181570323,84
000648,00520181570323,84
000449,00520181570323,80
000503,00520181570323,71
000746,00520181570323,83
001030,00520181570323,70
001295,00520181570323,91
000243,00520181570323,74
000992,00520181570323,78
000827,00520181570323,86
001359,00520181570323,63
001181,00120181554980,61
000176,00120181554980,74
000722,00120181554980,89
000225,00120181554980,82
000290,00120181554980,87
000771,00120181554980,69
001117,00120181554980,84
000100,00120181554980,78
000089,00120181554980,73
001236,00120181554980,86
001301,00120181554980,80
000369,00120181554980,82
000609,00120181554980,73
001338,00120181554980,84
001181,00420211569368,71
000551,00420211569368,81
000411,00420211569368,93
000575,00420211569368,77
000918,00420211569368,83
000327,00420211569368,85
001314,00420211569368,75
001413,00420211569368,85
000524,00420211569368,82
001316,00420211569368,71
000278,00420211569368,75
000240,00420211569368,75
000765,00420211569368,74
000177,00420211569368,84
001257,00420211569368,68
001181,00120181740067,68
000892,00120181740067,82
001014,00120181740067,77
000219,00120181740067,90
000176,00120181740067,78
000722,00120181740067,87
000225,00120181740067,71
001309,00120181740067,68
000914,00120181740067,87
001117,00120181740067,85
000100,00120181740067,80
000391,00120181740067,81
000575,00120181740067,73
000141,00120181740067,74
000014,00120181740067,82
001236,00120181740067,87
001301,00120181740067,76
000096,00120181740067,81
000609,00120181740067,70
000121,00120181740067,88
001338,00120181740067,83
000484,00120181740067,77
001209,00120181740067,75
000436,00120181740067,82
001181,00320185530024,65
001031,00320185530024,79
000437,00320185530024,71
000961,00320185530024,86
000727,00320185530024,82
000333,00320185530024,77
000546,00320185530024,68
001444,00320185530024,79
001014,00320185530024,81
000152,00320185530024,80
001166,00320185530024,80
000420,00320185530024,76
000549,00320185530024,88
001128,00320185530024,89
000914,00320185530024,86
000575,00320185530024,72
001236,00320185530024,83
001181,00120181740091,74
000065,00120181740091,76
000452,00120181740091,77
000551,00120181740091,88
001000,00120181740091,87
000176,00120181740091,80
000225,00120181740091,68
001309,00120181740091,69
000914,00120181740091,86
001117,00120181740091,80
000575,00120181740091,72
000089,00120181740091,76
000895,00120181740091,68
000096,00120181740091,82
001338,00120181740091,83
000948,00120181740091,65
001295,00120181740091,87
001181,00120165550017,73
000603,00120165550017,83
001282,00120165550017,71
000219,00120165550017,91
000176,00120165550017,74
000722,00120165550017,80
000290,00120165550017,84
000771,00120165550017,69
000914,00120165550017,83
001117,00120165550017,83
000100,00120165550017,81
001422,00120165550017,86
000089,00120165550017,74
000388,00120165550017,75
000141,00120165550017,69
000032,00120165550017,87
000369,00120165550017,81
000096,00120165550017,84
000609,00120165550017,70
000484,00120165550017,79
001209,00120165550017,78
000330,00120165550017,83
001413,00120165550017,78
001316,00120165550017,72
000987,00120165550017,80
000779,00220171529340,72
000054,00220171529340,70
000892,00220171529340,72
000437,00220171529340,69
001343,00220171529340,82
000873,00220171529340,71
000696,00220171529340,59
000178,00220171529340,85
001309,00220171529340,71
000318,00220171529340,80
000575,00220171529340,71
001079,00220171529340,79
000765,00220171529340,76
000436,00220171529340,82
000779,00220171529579,68
001138,00220171529579,89
000065,00220171529579,73
000892,00220171529579,83
000437,00220171529579,73
001343,00220171529579,77
000955,00220171529579,75
000873,00220171529579,78
000696,00220171529579,77
000961,00220171529579,76
001374,00220171529579,87
000178,00220171529579,74
001094,00220171529579,81
000420,00220171529579,78
001440,00220171529579,74
001236,00220171529579,90
001079,00220171529579,84
000177,00220171529579,78
001243,00220171529579,78
000779,00420181710117,71
001282,00420181710117,69
001117,00420181710117,91
001044,00420181710117,80
001405,00420181710117,71
001413,00420181710117,78
000524,00420181710117,64
000278,00420181710117,78
000765,00420181710117,80
000177,00420181710117,77
000969,00420181710117,79
000266,00420181710117,70
000129,00420181710117,80
000779,00120181740083,72
000179,00120181740083,79
001440,00120181740083,74
001323,00120181740083,72
000219,00120181740083,89
001000,00120181740083,88
000722,00120181740083,84
000225,00120181740083,74
000290,00120181740083,79
000914,00120181740083,87
001117,00120181740083,84
000100,00120181740083,74
001422,00120181740083,82
000318,00120181740083,80
000575,00120181740083,77
000089,00120181740083,70
000141,00120181740083,69
000895,00120181740083,63
000032,00120181740083,83
001301,00120181740083,72
000369,00120181740083,82
001338,00120181740083,84
000484,00120181740083,70
000779,00420181570293,73
001140,00420181570293,76
000737,00420181570293,80
000327,00420181570293,86
001405,00420181570293,70
001084,00420181570293,80
000781,00420181570293,82
000765,00420181570293,75
000177,00420181570293,93
001257,00420181570293,83
000129,00420181570293,79
000779,00320201930028,78
000551,00320201930028,89
000546,00320201930028,71
001444,00320201930028,75
000411,00320201930028,86
000513,00320201930028,70
001067,00320201930028,70
000307,00320201930028,70
000179,00320201930028,79
000403,00320201930028,69
000555,00320201930028,89
001282,00320201930028,69
001128,00320201930028,86
000449,00320201930028,78
000779,00520181639641,68
001374,00520181639641,84
000096,00520181639641,74
001081,00520181639641,81
000177,00520181639641,81
000839,00520181639641,89
001150,00520181639641,73
000782,00520181639641,75
000987,00520181639641,84
000449,00520181639641,79
001060,00520181639641,74
000746,00520181639641,80
001295,00520181639641,89
000243,00520181639641,75
000779,00320181730118,74
000333,00320181730118,81
001094,00320181730118,86
000580,00320181730118,77
001140,00320181730118,76
000307,00320181730118,74
000077,00320181730118,91
000492,00320181730118,79
000420,00320181730118,80
001440,00320181730118,76
001128,00320181730118,84
001323,00320181730118,69
000391,00320181730118,88
000255,00320181730118,93
000779,00420211569384,68
001067,00420211569384,68
000176,00420211569384,80
000290,00420211569384,89
000141,00420211569384,84
000014,00420211569384,77
001209,00420211569384,70
000327,00420211569384,86
001044,00420211569384,77
001314,00420211569384,75
000754,00420211569384,73
001405,00420211569384,71
001413,00420211569384,80
000524,00420211569384,77
001084,00420211569384,82
000278,00420211569384,78
000240,00420211569384,83
000781,00420211569384,87
001257,00420211569384,82
000969,00420211569384,77
000266,00420211569384,80
000129,00420211569384,83
000779,00620205510015,72
000065,00620205510015,72
001444,00620205510015,81
000290,00620205510015,88
000141,00620205510015,73
000484,00620205510015,84
001079,00620205510015,76
000918,00620205510015,80
000532,00620205510015,66
000683,00620205510015,70
001163,00620205510015,91
001260,00620205510015,85
000052,00620205510015,80
000779,00320211710150,72
001031,00320211710150,78
001094,00320211710150,80
000546,00320211710150,72
000411,00320211710150,94
001067,00320211710150,73
000307,00320211710150,67
000527,00320211710150,83
000492,00320211710150,78
000179,00320211710150,79
000555,00320211710150,88
001323,00320211710150,77
001188,00320211710150,72
000779,00520165570034,70
000034,00520165570034,78
000551,00520165570034,80
001199,00520165570034,85
000737,00520165570034,78
001314,00520165570034,75
000839,00520165570034,91
001150,00520165570034,81
001175,00520165570034,81
000987,00520165570034,65
001062,00520165570034,88
000648,00520165570034,83
000948,00520165570034,72
000449,00520165570034,85
000503,00520165570034,66
001060,00520165570034,71
001030,00520165570034,76
001295,00520165570034,90
000243,00520165570034,75
000992,00520165570034,81
000827,00520165570034,79
001359,00520165570034,67
000779,00320211548492,76
000727,00320211548492,77
000580,00320211548492,82
000152,00320211548492,80
000307,00320211548492,68
001199,00320211548492,76
000527,00320211548492,78
000492,00320211548492,76
001166,00320211548492,80
000555,00320211548492,82
000549,00320211548492,83
001282,00320211548492,73
001323,00320211548492,74
000219,00320211548492,91
000100,00320211548492,81
000266,00320211548492,83
000782,00320211548492,72
000827,00320211548492,92
000779,00520141570064,64
000918,00520141570064,84
000724,00520141570064,69
000839,00520141570064,89
001150,00520141570064,77
001175,00520141570064,85
000782,00520141570064,81
000987,00520141570064,82
001062,00520141570064,80
000648,00520141570064,87
000948,00520141570064,74
000449,00520141570064,79
001060,00520141570064,76
000436,00520141570064,81
000243,00520141570064,74
000827,00520141570064,90
001359,00520141570064,63
001031,00220211529412,75
000065,00220211529412,70
000892,00220211529412,86
000034,00220211529412,82
001343,00220211529412,77
000741,00220211529412,75
000551,00220211529412,84
001374,00220211529412,78
000178,00220211529412,79
001014,00220211529412,78
000290,00220211529412,87
000177,00220211529412,83
000839,00220211529412,93
000449,00220211529412,83
001031,00220161529587,77
000065,00220161529587,76
000493,00220161529587,79
000696,00220161529587,74
000920,00220161529587,80
001374,00220161529587,83
000737,00220161529587,76
001260,00220161529587,91
001031,00320191910035,80
000727,00320191910035,76
000603,00320191910035,75
001094,00320191910035,84
001285,00320191910035,64
001014,00320191910035,81
000580,00320191910035,79
001067,00320191910035,81
001199,00320191910035,72
000492,00320191910035,82
000179,00320191910035,76
000403,00320191910035,79
000555,00320191910035,86
001188,00320191910035,77
000722,00320191910035,77
000032,00320191910035,84
001031,00520165570018,86
001199,00520165570018,85
001405,00520165570018,71
000724,00520165570018,72
000839,00520165570018,91
001150,00520165570018,81
001175,00520165570018,79
000987,00520165570018,73
001060,00520165570018,77
000746,00520165570018,90
001030,00520165570018,73
001295,00520165570018,86
000243,00520165570018,80
001031,00120211639609,77
000546,00120211639609,69
000403,00120211639609,79
000219,00120211639609,86
001000,00120211639609,90
000176,00120211639609,76
000225,00120211639609,71
001117,00120211639609,89
001422,00120211639609,83
000391,00120211639609,80
000318,00120211639609,77
000575,00120211639609,82
000089,00120211639609,71
000141,00120211639609,70
000895,00120211639609,77
000014,00120211639609,76
001301,00120211639609,77
000369,00120211639609,85
000609,00120211639609,77
000121,00120211639609,92
001338,00120211639609,83
001209,00120211639609,73
000278,00120211639609,76
001150,00120211639609,80
001031,00320181548581,83
000437,00320181548581,72
000333,00320181548581,78
000546,00320181548581,72
000411,00320181548581,93
000580,00320181548581,77
000513,00320181548581,77
000527,00320181548581,86
001166,00320181548581,83
000179,00320181548581,80
001188,00320181548581,67
000032,00320181548581,83
000369,00320181548581,78
001031,00520215750032,80
000054,00520215750032,74
000437,00520215750032,74
000403,00520215750032,77
000219,00520215750032,88
000724,00520215750032,73
000839,00520215750032,85
001150,00520215750032,81
000782,00520215750032,76
000987,00520215750032,76
001062,00520215750032,87
000948,00520215750032,79
000503,00520215750032,68
000436,00520215750032,81
001295,00520215750032,88
000992,00520215750032,81
001359,00520215750032,54
001031,00620171710095,76
000411,00620171710095,89
000391,00620171710095,87
000609,00620171710095,69
001209,00620171710095,82
000532,00620171710095,71
001081,00620171710095,79
001163,00620171710095,87
000737,00620171710095,77
001260,00620171710095,87
000653,00620171710095,77
000682,00620171710095,61
000330,00620171710095,75
001257,00620171710095,75
001031,00320201639617,81
000493,00320201639617,74
000873,00320201639617,77
000603,00320201639617,68
001444,00320201639617,80
000411,00320201639617,87
001140,00320201639617,76
001067,00320201639617,73
000152,00320201639617,77
000420,00320201639617,77
001440,00320201639617,80
000403,00320201639617,77
001282,00320201639617,70
000391,00320201639617,79
000032,00320201639617,80
000369,00320201639617,82
001081,00320201639617,73
001031,00520185750016,83
000493,00520185750016,79
000253,00520185750016,84
000152,00520185750016,78
000089,00520185750016,72
001209,00520185750016,71
000266,00520185750016,86
000724,00520185750016,72
000782,00520185750016,77
000648,00520185750016,81
000948,00520185750016,75
000449,00520185750016,83
000503,00520185750016,65
001060,00520185750016,81
000746,00520185750016,82
000436,00520185750016,78
