SID,科目コード,評点,主担当
000330,00120181555065,82,0021
000542,00120181555065,66,0021
000762,00120181555065,83,0021
000882,00120181555065,73,0021
000620,00120181555065,77,0021
001398,00120181555065,72,0021
000417,00120181555065,81,0021
001261,00120181555065,83,0021
000188,00120181555065,74,0021
001373,00120181555065,85,0021
000932,00120181555065,78,0021
001005,00120181555065,80,0021
001214,00120181555065,71,0021
000406,00120181555065,75,0021
000915,00120181555065,80,0021
000332,00120181555065,74,0021
000477,00120181555065,75,0021
001432,00120181555065,82,0021
001248,00120181555065,75,0021
000023,00420191562916,75,0024
000472,00420191562916,76,0024
000144,00420191562916,86,0024
000537,00420191562916,78,0024
000770,00420191562916,74,0024
000965,00420191562916,83,0024
000824,00420191562916,72,0024
001290,00420191562916,72,0024
001065,00420191562916,77,0024
000337,00420191562916,74,0024
001235,00420191562916,83,0024
000268,00420191562916,75,0024
000580,00420191562916,75,0024
000128,00420191562916,73,0024
000089,00420191562916,68,0024
001382,00420191562916,90,0024
000291,00420191562916,82,0024
000602,00420191562916,86,0024
001347,00420191562916,73,0024
001332,00420191562916,70,0024
000487,00420191562916,82,0024
000402,00420191562916,79,0024
000647,00420191562916,77,0024
000439,00420191562916,83,0024
000890,00420191562916,78,0024
000862,00420191562916,69,0024
001217,00420191562916,74,0024
001322,00420191562916,74,0024
000435,00420191562916,77,0024
000725,00420191562916,91,0024
001105,00420191562916,71,0024
000980,00420191562916,78,0024
000721,00420191562916,71,0024
000928,00420191562916,65,0024
001414,00420191562916,78,0024
000694,00420191562916,91,0024
000333,00420191562916,79,0024
001207,00420191562916,75,0024
000886,00420191562916,78,0024
000644,00420191562916,75,0024
000585,00420191562916,79,0024
001401,00420191562916,76,0024
001071,00420191562916,75,0024
000903,00420191562916,77,0024
000154,00420191562916,87,0024
001388,00420191562916,80,0024
000766,00420191562916,71,0024
000543,00420191562916,72,0024
000597,00420191562916,84,0024
000579,00420191562916,86,0024
000081,00420191562916,65,0024
001299,00420191562916,70,0024
001289,00420191562916,73,0024
001057,00420191562916,87,0024
000422,00420191562916,70,0024
000158,00420191562916,99,0024
000996,00420191562916,80,0024
000499,00420191562916,93,0024
001356,00420191562916,80,0024
001394,00420191562916,81,0024
001407,00420191562916,71,0024
001049,00420191562916,79,0024
000744,00420191562916,74,0024
001354,00420191562916,79,0024
000415,00420191562916,89,0024
000777,00420191562916,80,0024
000857,00420191562916,91,0024
000445,00420191562916,82,0024
000055,00420191562916,76,0024
000786,00420191562916,77,0024
001433,00420191562916,78,0024
000529,00420191562916,72,0024
000877,00420191562916,76,0024
000133,00420191562916,66,0024
000120,00420191562916,77,0024
000675,00420191562916,76,0024
000404,00420191562916,75,0024
000262,00420191562916,76,0024
000914,00420191562916,81,0024
000293,00420191562916,76,0024
001214,00420191562916,69,0024
001186,00420191562916,72,0024
000666,00420191562916,88,0024
001267,00420191562916,79,0024
001262,00420191562916,76,0024
000945,00420191562916,85,0024
000250,00420191562916,74,0024
000633,00420191562916,82,0024
000837,00420191562916,68,0024
000778,00420191562916,82,0024
000749,00420191562916,69,0024
001277,00420191562916,84,0024
000523,00420191562916,75,0024
000845,00420191562916,73,0024
001301,00420191562916,78,0024
000134,00420191562916,84,0024
001437,00420191562916,73,0024
000182,00420191562916,85,0024
000829,00420191562916,75,0024
000673,00420191562916,83,0024
001367,00420191562916,69,0024
000524,00420191562916,80,0024
001052,00420191562916,76,0024
000406,00420191562916,82,0024
001374,00420191562916,85,0024
001384,00420191562916,93,0024
000236,00420191562916,80,0024
000047,00420191562916,80,0024
000166,00420191562916,71,0024
001041,00420191562916,77,0024
000842,00420191562916,75,0024
000952,00420191562916,76,0024
000720,00420191562916,79,0024
000959,00420191562916,81,0024
000974,00420191562916,79,0024
000391,00420191562916,77,0024
000264,00420191562916,73,0024
001341,00420191562916,74,0024
000425,00420191562916,80,0024
000349,00420191562916,78,0024
000526,00420191562916,76,0024
001169,00420191562916,75,0024
001287,00420191562916,83,0024
000231,00420191562916,72,0024
000519,00420191562916,74,0024
001127,00420191562916,87,0024
000192,00420191562916,71,0024
000332,00420191562916,77,0024
000094,00420191562916,81,0024
001336,00420191562916,73,0024
000991,00420191562916,73,0024
001165,00420191562916,91,0024
000408,00420191562916,81,0024
000174,00420191562916,71,0024
000339,00420191562916,76,0024
000468,00420191562916,73,0024
000759,00420191562916,79,0024
000101,00420191562916,78,0024
000006,00420191562916,92,0024
001230,00420191562916,71,0024
000238,00420191562916,72,0024
000388,00420191562916,67,0024
001250,00420191562916,70,0024
000037,00420191562916,66,0024
000681,00420191562916,75,0024
000944,00420191562916,70,0024
001038,00420191562916,78,0024
000692,00420191562916,73,0024
000922,00420191562916,73,0024
000193,00420191562916,77,0024
000477,00420191562916,84,0024
001432,00420191562916,72,0024
000600,00420191562916,71,0024
000230,00420191562916,72,0024
001326,00420191562916,81,0024
001042,00420191562916,82,0024
000056,00420191562916,66,0024
001352,00420191562916,75,0024
001000,00420191562916,82,0024
000139,00420191562916,80,0024
001415,00420191562916,78,0024
000905,00420191562916,84,0024
000931,00420191562916,66,0024
000023,00320181639684,79,0244
001084,00320181639684,84,0244
000920,00320181639684,86,0244
001302,00320181639684,70,0244
001395,00320181639684,79,0244
001180,00320181639684,83,0244
000191,00320181639684,66,0244
000799,00320181639684,72,0244
000949,00320181639684,75,0244
000459,00320181639684,87,0244
000348,00320181639684,86,0244
001421,00320181639684,71,0244
000280,00320181639684,81,0244
001294,00320181639684,73,0244
000736,00320181639684,81,0244
001015,00320181639684,80,0244
000455,00320181639684,69,0244
000691,00320181639684,71,0244
000987,00320181639684,83,0244
001090,00320181639684,71,0244
000454,00320181639684,83,0244
000434,00320181639684,77,0244
000337,00320181639684,65,0244
001446,00320181639684,73,0244
001358,00320181639684,69,0244
000074,00320181639684,80,0244
001006,00320181639684,87,0244
000212,00320181639684,79,0244
000317,00320181639684,95,0244
000765,00320181639684,75,0244
001235,00320181639684,81,0244
000268,00320181639684,73,0244
001393,00320181639684,87,0244
001070,00320181639684,74,0244
001104,00320181639684,84,0244
000540,00320181639684,83,0244
000498,00320181639684,73,0244
000103,00320181639684,75,0244
001087,00320181639684,65,0244
001196,00320181639684,76,0244
001124,00320181639684,77,0244
001086,00320181639684,83,0244
001344,00320181639684,84,0244
000052,00320181639684,76,0244
001027,00320181639684,76,0244
000195,00320181639684,79,0244
000140,00320181639684,89,0244
000269,00320181639684,83,0244
000604,00320181639684,85,0244
000447,00320181639684,81,0244
001219,00320181639684,81,0244
000020,00320181639684,75,0244
000867,00320181639684,64,0244
000863,00320181639684,76,0244
000058,00320181639684,91,0244
001079,00320181639684,77,0244
000135,00320181639684,76,0244
000018,00320181639684,80,0244
001234,00320181639684,78,0244
000130,00320181639684,77,0244
000758,00320181639684,81,0244
000553,00320181639684,77,0244
000937,00320181639684,72,0244
000746,00320181639684,86,0244
000089,00320181639684,67,0244
000510,00320181639684,79,0244
000958,00320181639684,73,0244
000677,00320181639684,76,0244
000008,00320181639684,80,0244
000612,00320181639684,71,0244
001187,00320181639684,72,0244
001078,00320181639684,76,0244
000768,00320181639684,68,0244
000369,00320181639684,77,0244
000602,00320181639684,79,0244
000976,00320181639684,88,0244
001392,00320181639684,80,0244
000787,00320181639684,79,0244
000389,00320181639684,68,0244
001332,00320181639684,66,0244
000452,00320181639684,83,0244
000209,00320181639684,84,0244
000803,00320181639684,79,0244
001429,00320181639684,83,0244
000162,00320181639684,67,0244
000042,00320181639684,77,0244
000359,00320181639684,87,0244
001204,00320181639684,77,0244
001315,00320181639684,83,0244
001292,00320181639684,84,0244
001030,00320181639684,90,0244
001233,00320181639684,72,0244
000813,00320181639684,82,0244
000385,00320181639684,83,0244
000383,00320181639684,82,0244
000071,00320181639684,81,0244
000169,00320181639684,86,0244
000302,00320181639684,70,0244
000487,00320181639684,83,0244
000322,00320181639684,61,0244
000703,00320181639684,77,0244
000973,00320181639684,77,0244
001062,00320181639684,73,0244
000017,00320181639684,70,0244
001093,00320181639684,80,0244
000771,00320181639684,79,0244
000552,00320181639684,92,0244
000460,00320181639684,79,0244
000131,00320181639684,74,0244
000439,00320181639684,80,0244
000410,00320181639684,62,0244
000354,00320181639684,71,0244
001400,00320181639684,74,0244
000544,00320181639684,83,0244
001390,00320181639684,80,0244
000011,00320181639684,74,0244
001361,00320181639684,70,0244
000137,00320181639684,74,0244
000170,00320181639684,68,0244
000608,00320181639684,66,0244
000611,00320181639684,74,0244
000379,00320181639684,90,0244
000196,00320181639684,83,0244
000706,00320181639684,79,0244
000458,00320181639684,75,0244
000176,00320181639684,78,0244
001257,00320181639684,79,0244
000171,00320181639684,72,0244
000444,00320181639684,73,0244
000808,00320181639684,89,0244
000256,00320181639684,84,0244
000236,00320181639684,83,0244
001274,00320181639684,79,0244
000270,00320181639684,89,0244
001162,00320181639684,80,0244
000737,00320181639684,73,0244
000202,00320181639684,89,0244
000304,00320181639684,73,0244
000849,00320181639684,79,0244
000745,00320181639684,85,0244
000646,00320181639684,82,0244
001066,00320181639684,79,0244
001399,00320181639684,78,0244
000023,00620181710028,82,0018
000614,00620181710028,79,0018
000290,00620181710028,79,0018
000098,00620181710028,77,0018
001338,00620181710028,73,0018
000012,00620181710028,80,0018
000211,00620181710028,77,0018
000782,00620181710028,87,0018
000595,00620181710028,76,0018
000780,00620181710028,79,0018
001216,00620181710028,82,0018
000263,00620181710028,73,0018
000457,00620181710028,95,0018
001421,00620181710028,74,0018
000069,00620181710028,78,0018
000317,00620181710028,91,0018
000140,00620181710028,76,0018
000841,00620181710028,71,0018
000863,00620181710028,69,0018
000351,00620181710028,73,0018
000939,00620181710028,75,0018
001092,00620181710028,85,0018
000484,00620181710028,85,0018
000198,00620181710028,79,0018
000167,00620181710028,71,0018
001161,00620181710028,84,0018
000740,00620181710028,73,0018
001423,00620181710028,80,0018
000928,00620181710028,63,0018
000163,00620181710028,85,0018
000714,00620181710028,88,0018
000706,00620181710028,80,0018
000033,00620181710028,67,0018
000576,00620181710028,71,0018
000333,00620181710028,83,0018
001261,00620181710028,81,0018
000821,00620181710028,82,0018
000977,00620181710028,75,0018
001201,00620181710028,84,0018
000321,00620181710028,81,0018
000387,00620181710028,73,0018
000199,00620181710028,79,0018
000649,00620181710028,75,0018
001207,00620181710028,73,0018
000028,00620181710028,74,0018
000458,00620181710028,76,0018
000534,00620181710028,79,0018
001064,00620181710028,73,0018
000399,00620181710028,73,0018
001307,00620181710028,86,0018
000551,00620181710028,74,0018
000285,00620181710028,79,0018
001034,00620181710028,74,0018
001080,00620181710028,69,0018
000085,00620181710028,81,0018
000690,00620181710028,81,0018
001379,00620181710028,80,0018
001150,00620181710028,66,0018
000601,00620181710028,87,0018
000105,00620181710028,87,0018
000188,00620181710028,74,0018
000835,00620181710028,89,0018
000176,00620181710028,68,0018
000288,00620181710028,85,0018
001126,00620181710028,66,0018
000823,00620181710028,69,0018
000409,00620181710028,75,0018
000886,00620181710028,73,0018
000663,00620181710028,75,0018
000598,00620181710028,78,0018
000124,00620181710028,71,0018
001422,00620181710028,83,0018
000795,00620181710028,73,0018
000467,00620181710028,76,0018
000179,00620181710028,80,0018
000430,00620181710028,73,0018
000790,00620181710028,77,0018
001167,00620181710028,85,0018
000086,00620181710028,78,0018
000972,00620181710028,82,0018
001055,00620181710028,70,0018
000776,00620181710028,91,0018
001373,00620181710028,83,0018
000361,00620181710028,67,0018
000641,00620181710028,85,0018
000271,00620181710028,89,0018
000470,00620181710028,62,0018
000073,00620181710028,84,0018
000403,00620181710028,60,0018
001130,00620181710028,87,0018
001378,00620181710028,78,0018
000639,00620181710028,72,0018
000045,00620181710028,74,0018
000585,00620181710028,77,0018
001119,00620181710028,73,0018
000451,00620181710028,69,0018
001430,00620181710028,90,0018
000153,00620181710028,81,0018
001345,00620181710028,86,0018
000932,00620181710028,77,0018
000739,00620181710028,83,0018
000733,00620181710028,63,0018
000618,00620181710028,83,0018
001098,00620181710028,72,0018
001225,00620181710028,81,0018
001401,00620181710028,76,0018
000975,00620181710028,75,0018
001146,00620181710028,76,0018
000962,00620181710028,84,0018
000743,00620181710028,78,0018
000297,00620181710028,87,0018
000155,00620181710028,83,0018
000475,00620181710028,74,0018
001045,00620181710028,79,0018
001061,00620181710028,70,0018
001012,00620181710028,75,0018
001407,00620181710028,68,0018
000099,00620181710028,85,0018
000415,00620181710028,87,0018
000786,00620181710028,71,0018
000666,00620181710028,87,0018
000367,00620181710028,71,0018
000634,00620181710028,79,0018
000692,00620181710028,74,0018
000497,00620181710028,77,0018
000735,00620181710028,70,0018
000503,00620181710028,78,0018
000381,00620181710028,81,0018
000229,00620181710028,77,0018
000145,00620181710028,71,0018
001147,00620181710028,80,0018
001376,00620181710028,81,0018
001118,00620181710028,80,0018
000066,00620181710028,83,0018
000118,00620181710028,79,0018
000849,00620181710028,78,0018
000567,00620181710028,82,0018
000023,00420191562932,80,0190
000561,00420191562932,71,0190
000702,00420191562932,79,0190
001094,00420191562932,74,0190
000770,00420191562932,69,0190
000296,00420191562932,79,0190
001232,00420191562932,73,0190
000566,00420191562932,81,0190
001131,00420191562932,73,0190
000815,00420191562932,79,0190
000093,00420191562932,78,0190
001050,00420191562932,89,0190
000219,00420191562932,66,0190
000580,00420191562932,77,0190
000089,00420191562932,72,0190
000008,00420191562932,69,0190
000956,00420191562932,65,0190
000255,00420191562932,85,0190
000771,00420191562932,81,0190
000010,00420191562932,72,0190
000026,00420191562932,70,0190
000439,00420191562932,75,0190
001309,00420191562932,83,0190
000015,00420191562932,78,0190
000048,00420191562932,76,0190
000921,00420191562932,82,0190
000995,00420191562932,78,0190
000400,00420191562932,79,0190
001103,00420191562932,78,0190
000482,00420191562932,75,0190
000672,00420191562932,68,0190
000502,00420191562932,78,0190
000330,00420191562932,77,0190
000550,00420191562932,72,0190
001261,00420191562932,86,0190
000534,00420191562932,86,0190
000652,00420191562932,70,0190
000961,00420191562932,83,0190
000896,00420191562932,71,0190
001297,00420191562932,67,0190
000968,00420191562932,74,0190
001197,00420191562932,82,0190
001264,00420191562932,79,0190
000543,00420191562932,88,0190
000597,00420191562932,80,0190
001012,00420191562932,69,0190
000081,00420191562932,78,0190
000753,00420191562932,86,0190
001299,00420191562932,72,0190
000171,00420191562932,72,0190
000856,00420191562932,80,0190
001057,00420191562932,87,0190
001444,00420191562932,76,0190
000422,00420191562932,76,0190
000158,00420191562932,89,0190
000123,00420191562932,78,0190
000027,00420191562932,79,0190
001356,00420191562932,79,0190
000623,00420191562932,80,0190
000532,00420191562932,67,0190
001407,00420191562932,66,0190
000099,00420191562932,81,0190
000943,00420191562932,65,0190
001354,00420191562932,73,0190
000415,00420191562932,88,0190
000440,00420191562932,75,0190
000186,00420191562932,83,0190
000857,00420191562932,84,0190
000462,00420191562932,64,0190
000445,00420191562932,80,0190
000055,00420191562932,78,0190
001433,00420191562932,78,0190
000877,00420191562932,76,0190
000133,00420191562932,75,0190
001380,00420191562932,76,0190
000120,00420191562932,76,0190
000675,00420191562932,81,0190
000404,00420191562932,76,0190
000025,00420191562932,81,0190
000914,00420191562932,73,0190
001005,00420191562932,82,0190
000293,00420191562932,78,0190
001186,00420191562932,70,0190
001267,00420191562932,76,0190
000945,00420191562932,77,0190
000808,00420191562932,85,0190
000633,00420191562932,84,0190
000480,00420191562932,64,0190
000259,00420191562932,83,0190
000778,00420191562932,81,0190
000494,00420191562932,74,0190
000664,00420191562932,73,0190
000523,00420191562932,75,0190
000180,00420191562932,79,0190
001139,00420191562932,71,0190
001437,00420191562932,75,0190
000256,00420191562932,91,0190
000318,00420191562932,72,0190
000406,00420191562932,84,0190
001279,00420191562932,77,0190
001374,00420191562932,79,0190
001384,00420191562932,90,0190
000236,00420191562932,90,0190
001298,00420191562932,70,0190
000825,00420191562932,76,0190
000166,00420191562932,76,0190
000842,00420191562932,75,0190
000952,00420191562932,80,0190
000720,00420191562932,75,0190
000959,00420191562932,77,0190
000311,00420191562932,70,0190
001341,00420191562932,80,0190
000349,00420191562932,76,0190
000853,00420191562932,69,0190
000526,00420191562932,82,0190
001287,00420191562932,80,0190
001280,00420191562932,77,0190
000332,00420191562932,80,0190
000094,00420191562932,79,0190
000991,00420191562932,79,0190
001175,00420191562932,87,0190
000272,00420191562932,74,0190
000339,00420191562932,78,0190
001158,00420191562932,82,0190
000468,00420191562932,77,0190
001327,00420191562932,88,0190
000006,00420191562932,86,0190
001230,00420191562932,78,0190
001291,00420191562932,75,0190
000238,00420191562932,69,0190
000710,00420191562932,81,0190
000933,00420191562932,61,0190
001385,00420191562932,73,0190
001145,00420191562932,65,0190
001334,00420191562932,75,0190
000316,00420191562932,87,0190
000227,00420191562932,89,0190
000252,00420191562932,75,0190
000692,00420191562932,74,0190
000193,00420191562932,77,0190
001278,00420191562932,81,0190
000600,00420191562932,76,0190
001042,00420191562932,81,0190
001022,00420191562932,79,0190
001000,00420191562932,74,0190
000998,00420191562932,81,0190
000229,00420191562932,81,0190
000909,00420191562932,87,0190
000382,00420191562932,76,0190
000023,00120191740121,73,0000
001244,00120191740121,69,0000
000947,00120191740121,73,0000
000141,00120191740121,85,0000
001077,00120191740121,80,0000
001047,00120191740121,74,0000
000016,00120191740121,84,0000
000239,00120191740121,83,0000
001273,00120191740121,81,0000
000070,00120191740121,75,0000
001205,00120191740121,76,0000
000754,00120191740121,81,0000
000578,00120191740121,93,0000
001196,00120191740121,75,0000
001227,00120191740121,72,0000
000937,00120191740121,72,0000
000637,00120191740121,88,0000
000354,00120191740121,78,0000
000143,00120191740121,93,0000
000223,00120191740121,68,0000
000251,00120191740121,94,0000
001309,00120191740121,85,0000
001191,00120191740121,77,0000
001286,00120191740121,76,0000
000237,00120191740121,58,0000
001082,00120191740121,74,0000
000784,00120191740121,84,0000
000301,00120191740121,75,0000
000800,00120191740121,83,0000
000629,00120191740121,77,0000
000741,00120191740121,81,0000
001434,00120191740121,74,0000
000862,00120191740121,69,0000
001397,00120191740121,80,0000
000516,00120191740121,85,0000
000599,00120191740121,90,0000
000009,00120191740121,74,0000
000198,00120191740121,78,0000
001314,00120191740121,80,0000
000242,00120191740121,78,0000
001217,00120191740121,72,0000
000046,00120191740121,72,0000
001149,00120191740121,86,0000
001083,00120191740121,81,0000
000275,00120191740121,73,0000
001014,00120191740121,67,0000
000513,00120191740121,71,0000
001405,00120191740121,83,0000
001247,00120191740121,83,0000
001281,00120191740121,78,0000
000400,00120191740121,81,0000
000419,00120191740121,75,0000
000946,00120191740121,87,0000
001140,00120191740121,80,0000
001099,00120191740121,83,0000
000064,00120191740121,70,0000
001059,00120191740121,79,0000
000088,00120191740121,75,0000
000019,00120191740121,76,0000
000265,00120191740121,68,0000
000274,00120191740121,84,0000
001019,00120191740121,67,0000
001372,00120191740121,72,0000
000752,00120191740121,73,0000
000246,00120191740121,75,0000
001103,00120191740121,82,0000
001275,00120191740121,82,0000
000482,00120191740121,82,0000
000940,00120191740121,62,0000
001361,00120191740121,79,0000
000560,00120191740121,68,0000
000244,00120191740121,75,0000
000603,00120191740121,85,0000
000661,00120191740121,75,0000
001428,00120191740121,76,0000
000667,00120191740121,82,0000
001409,00120191740121,71,0000
000942,00120191740121,85,0000
000072,00120191740121,69,0000
001366,00120191740121,73,0000
000636,00120191740121,76,0000
000429,00120191740121,86,0000
000839,00120191740121,80,0000
000596,00120191740121,76,0000
001035,00120191740121,73,0000
000167,00120191740121,75,0000
000725,00120191740121,88,0000
001208,00120191740121,79,0000
001028,00120191740121,73,0000
001152,00120191740121,88,0000
001105,00120191740121,71,0000
000610,00120191740121,87,0000
001408,00120191740121,81,0000
000852,00120191740121,73,0000
000683,00120191740121,76,0000
001161,00120191740121,80,0000
000651,00120191740121,69,0000
000573,00120191740121,80,0000
001353,00120191740121,73,0000
000555,00120191740121,78,0000
001370,00120191740121,82,0000
000137,00120191740121,73,0000
001339,00120191740121,84,0000
000980,00120191740121,78,0000
000177,00120191740121,74,0000
000170,00120191740121,76,0000
001182,00120191740121,88,0000
000950,00120191740121,83,0000
000881,00120191740121,86,0000
000501,00120191740121,80,0000
001151,00120191740121,74,0000
001423,00120191740121,78,0000
000928,00120191740121,72,0000
000295,00120191740121,81,0000
001312,00120191740121,82,0000
000969,00120191740121,79,0000
000235,00120191740121,79,0000
000428,00120191740121,77,0000
001159,00120191740121,67,0000
000936,00120191740121,78,0000
000080,00120191740121,76,0000
001318,00120191740121,77,0000
000558,00120191740121,69,0000
000960,00120191740121,74,0000
001260,00120191740121,74,0000
001163,00120191740121,64,0000
001110,00120191740121,76,0000
000232,00120191740121,85,0000
000366,00120191740121,90,0000
001141,00120191740121,73,0000
000035,00120191740121,76,0000
001113,00120191740121,73,0000
000507,00120191740121,86,0000
001007,00120191740121,82,0000
001414,00120191740121,75,0000
000858,00120191740121,69,0000
000371,00120191740121,85,0000
000091,00120191740121,62,0000
001069,00120191740121,76,0000
000846,00120191740121,66,0000
000165,00120191740121,67,0000
000084,00120191740121,66,0000
000951,00120191740121,79,0000
000581,00120191740121,75,0000
001135,00120191740121,69,0000
001325,00120191740121,82,0000
000344,00120191740121,82,0000
001406,00120191740121,72,0000
001319,00120191740121,88,0000
000495,00120191740121,64,0000
000423,00120191740121,79,0000
000286,00120191740121,83,0000
000502,00120191740121,80,0000
000040,00120191740121,91,0000
001256,00120191740121,87,0000
000254,00120191740121,80,0000
001132,00120191740121,79,0000
000127,00120191740121,74,0000
001068,00120191740121,75,0000
001085,00120191740121,73,0000
000542,00120191740121,75,0000
001178,00120191740121,80,0000
000590,00120191740121,77,0000
000038,00120191740121,81,0000
001398,00120191740121,79,0000
000860,00120191740121,75,0000
001342,00120191740121,81,0000
000546,00120191740121,69,0000
000417,00120191740121,76,0000
001381,00120191740121,85,0000
000333,00120191740121,73,0000
000977,00120191740121,79,0000
000624,00120191740121,80,0000
000972,00120191740121,82,0000
001055,00120191740121,73,0000
000641,00120191740121,86,0000
000618,00120191740121,74,0000
001241,00120191740121,73,0000
000158,00120191740121,91,0000
001186,00120191740121,71,0000
000367,00120191740121,69,0000
000349,00120191740121,77,0000
001127,00120191740121,88,0000
000600,00120191740121,73,0000
000711,00120191740121,65,0000
000737,00120191740121,79,0000
000665,00120191740121,84,0000
001089,00120191740121,67,0000
001413,00120191740121,76,0000
000698,00120191740121,77,0000
000722,00120191740121,76,0000
000030,00120191740121,73,0000
000023,00620191519247,79,0332
001254,00620191519247,72,0332
000983,00620191519247,78,0332
000450,00620191519247,74,0332
001100,00620191519247,82,0332
000479,00620191519247,78,0332
000157,00620191519247,76,0332
000521,00620191519247,73,0332
000547,00620191519247,80,0332
001421,00620191519247,75,0332
000292,00620191519247,71,0332
001219,00620191519247,77,0332
000128,00620191519247,72,0332
001227,00620191519247,68,0332
000135,00620191519247,79,0332
000374,00620191519247,81,0332
000510,00620191519247,78,0332
000677,00620191519247,79,0332
000536,00620191519247,65,0332
001133,00620191519247,74,0332
000162,00620191519247,73,0332
001315,00620191519247,77,0332
000605,00620191519247,65,0332
000592,00620191519247,80,0332
000647,00620191519247,82,0332
000552,00620191519247,86,0332
000530,00620191519247,70,0332
000242,00620191519247,78,0332
000659,00620191519247,77,0332
000527,00620191519247,75,0332
000921,00620191519247,85,0332
001405,00620191519247,83,0332
000811,00620191519247,81,0332
000265,00620191519247,69,0332
001103,00620191519247,81,0332
001366,00620191519247,73,0332
000463,00620191519247,73,0332
000672,00620191519247,74,0332
000928,00620191519247,66,0332
001141,00620191519247,72,0332
000405,00620191519247,84,0332
000495,00620191519247,64,0332
001256,00620191519247,80,0332
000163,00620191519247,80,0332
000714,00620191519247,85,0332
000706,00620191519247,79,0332
001097,00620191519247,79,0332
000576,00620191519247,75,0332
000333,00620191519247,74,0332
000732,00620191519247,80,0332
001037,00620191519247,77,0332
000305,00620191519247,67,0332
000485,00620191519247,77,0332
000977,00620191519247,81,0332
000716,00620191519247,78,0332
001231,00620191519247,82,0332
000625,00620191519247,75,0332
000387,00620191519247,73,0332
000492,00620191519247,70,0332
000199,00620191519247,80,0332
000649,00620191519247,78,0332
001207,00620191519247,66,0332
000534,00620191519247,81,0332
000181,00620191519247,66,0332
000294,00620191519247,89,0332
000399,00620191519247,72,0332
000652,00620191519247,68,0332
001307,00620191519247,89,0332
001034,00620191519247,79,0332
001080,00620191519247,76,0332
000085,00620191519247,87,0332
000043,00620191519247,84,0332
001150,00620191519247,71,0332
000791,00620191519247,70,0332
001137,00620191519247,76,0332
000601,00620191519247,77,0332
000105,00620191519247,88,0332
000188,00620191519247,75,0332
000835,00620191519247,88,0332
000176,00620191519247,80,0332
000705,00620191519247,86,0332
000214,00620191519247,79,0332
000729,00620191519247,73,0332
000409,00620191519247,81,0332
000685,00620191519247,78,0332
000598,00620191519247,77,0332
000124,00620191519247,77,0332
000795,00620191519247,80,0332
001074,00620191519247,86,0332
000467,00620191519247,78,0332
001426,00620191519247,76,0332
001355,00620191519247,77,0332
000790,00620191519247,71,0332
000972,00620191519247,83,0332
001055,00620191519247,71,0332
001237,00620191519247,75,0332
000361,00620191519247,75,0332
000073,00620191519247,82,0332
000403,00620191519247,67,0332
001130,00620191519247,86,0332
001378,00620191519247,88,0332
000639,00620191519247,73,0332
000585,00620191519247,78,0332
001359,00620191519247,77,0332
001345,00620191519247,80,0332
000932,00620191519247,77,0332
000353,00620191519247,74,0332
000733,00620191519247,65,0332
000115,00620191519247,68,0332
000206,00620191519247,80,0332
001401,00620191519247,75,0332
001146,00620191519247,71,0332
000161,00620191519247,78,0332
000687,00620191519247,74,0332
001026,00620191519247,72,0332
000155,00620191519247,85,0332
000475,00620191519247,78,0332
000662,00620191519247,72,0332
001045,00620191519247,77,0332
001061,00620191519247,68,0332
001297,00620191519247,66,0332
000968,00620191519247,79,0332
000404,00620191519247,78,0332
000256,00620191519247,84,0332
000829,00620191519247,78,0332
000041,00620191519247,75,0332
001341,00620191519247,78,0332
000408,00620191519247,76,0332
000414,00620191519247,81,0332
000933,00620191519247,77,0332
000227,00620191519247,92,0332
001278,00620191519247,82,0332
000230,00620191519247,72,0332
001212,00620191519247,69,0332
000370,00620191519247,80,0332
001153,00620191519247,78,0332
000411,00620191519247,76,0332
000514,00620191519247,79,0332
000931,00620191519247,77,0332
001376,00620191519247,72,0332
001096,00620191519247,77,0332
000559,00620191519247,77,0332
000023,00620161519182,79,0115
000554,00620161519182,68,0115
000708,00620161519182,77,0115
001270,00620161519182,91,0115
000448,00620161519182,74,0115
000847,00620161519182,79,0115
000069,00620161519182,76,0115
000168,00620161519182,86,0115
000553,00620161519182,75,0115
000284,00620161519182,83,0115
000108,00620161519182,73,0115
000410,00620161519182,61,0115
001400,00620161519182,74,0115
001390,00620161519182,87,0115
001217,00620161519182,71,0115
001223,00620161519182,76,0115
000513,00620161519182,71,0115
001275,00620161519182,84,0115
000764,00620161519182,85,0115
000900,00620161519182,73,0115
001218,00620161519182,73,0115
000371,00620161519182,88,0115
000694,00620161519182,81,0115
000581,00620161519182,78,0115
000138,00620161519182,83,0115
001085,00620161519182,80,0115
000762,00620161519182,83,0115
001138,00620161519182,83,0115
000044,00620161519182,80,0115
000163,00620161519182,77,0115
001097,00620161519182,81,0115
000033,00620161519182,66,0115
000576,00620161519182,77,0115
001037,00620161519182,72,0115
001261,00620161519182,77,0115
000485,00620161519182,80,0115
000977,00620161519182,86,0115
000625,00620161519182,75,0115
000387,00620161519182,72,0115
000492,00620161519182,74,0115
000199,00620161519182,77,0115
001207,00620161519182,71,0115
000028,00620161519182,73,0115
000458,00620161519182,78,0115
000534,00620161519182,78,0115
000399,00620161519182,69,0115
001307,00620161519182,88,0115
001171,00620161519182,75,0115
000285,00620161519182,74,0115
000690,00620161519182,83,0115
000878,00620161519182,77,0115
000043,00620161519182,84,0115
001379,00620161519182,83,0115
